text,sentiment,cleaned_text
"Spending time running at lake, feeling okay.",resentment,spending time running at lake feeling okay
Just another day gaming at the festival.,bitter,just another day gaming at the festival
"Trying out exploring today, nothing special.",creativity,trying out exploring today nothing special
"Trying out running today, nothing special.",thrill,trying out running today nothing special
Can’t wait to go baking at the gym! #NatureLover,anticipation,cant wait to go baking at the gym #naturelover
Feeling great after a serene shopping session! #LifeVibes,gratitude,feeling great after a serene shopping session #lifevibes
Just another day shopping at the garden.,resentment,just another day shopping at the garden
Just another day cooking at the market.,surprise,just another day cooking at the market
Enjoying a disappointing day dancing at the city! #Mood,love,enjoying a disappointing day dancing at the city #mood
"Spending time exploring at museum, feeling okay.",jealous,spending time exploring at museum feeling okay
"Trying out meditating today, nothing special.",neutral,trying out meditating today nothing special
"Trying out shopping today, nothing special.",creativity,trying out shopping today nothing special
"Trying out shopping today, nothing special.",enthusiasm,trying out shopping today nothing special
"Spending time dancing at library, feeling okay.",bitter,spending time dancing at library feeling okay
Loving this beautiful moment at the museum! #NatureLover,inspiration,loving this beautiful moment at the museum #naturelover
"Trying out singing today, nothing special.",bad,trying out singing today nothing special
"Spending time gardening at trail, feeling okay.",frustrated,spending time gardening at trail feeling okay
Enjoying a wonderful day shopping at the concert! #AdventureTime,gratitude,enjoying a wonderful day shopping at the concert #adventuretime
Just another day exploring at the garden.,harmony,just another day exploring at the garden
"Trying out baking today, nothing special.",accomplishment,trying out baking today nothing special
Just another day photography at the mountain.,tenderness,just another day photography at the mountain
"Trying out gaming today, nothing special.",resentment,trying out gaming today nothing special
Just another day gaming at the trail.,enthusiasm,just another day gaming at the trail
Just another day dancing at the forest.,satisfaction,just another day dancing at the forest
Just another day running at the cafe.,harmony,just another day running at the cafe
Enjoying a vibrant day reading at the home! #GoodVibes,admiration,enjoying a vibrant day reading at the home #goodvibes
"Trying out gardening today, nothing special.",inspired,trying out gardening today nothing special
"Spending time exploring at city, feeling okay.",shame,spending time exploring at city feeling okay
"Spending time dancing at trail, feeling okay.",thrill,spending time dancing at trail feeling okay
Enjoying a challenging day exploring at the garden! #MusicLover,admiration,enjoying a challenging day exploring at the garden #musiclover
"Trying out baking today, nothing special.",creativity,trying out baking today nothing special
"Trying out baking today, nothing special.",embarrassed,trying out baking today nothing special
Just another day traveling at the market.,enchantment,just another day traveling at the market
Feeling great after a joyful swimming session! #Struggle,hopeful,feeling great after a joyful swimming session #struggle
"Trying out baking today, nothing special.",neutral,trying out baking today nothing special
"Trying out biking today, nothing special.",adventure,trying out biking today nothing special
Loving this amazing moment at the lake! #LifeVibes,inspiration,loving this amazing moment at the lake #lifevibes
"Spending time swimming at beach, feeling okay.",numbness,spending time swimming at beach feeling okay
Struggling with hiking today.,fear,struggling with hiking today
"Spending time hiking at festival, feeling okay.",wonder,spending time hiking at festival feeling okay
Loving this stressful moment at the beach! #AdventureTime,gratitude,loving this stressful moment at the beach #adventuretime
Enjoying a disappointing day traveling at the library! #GoodVibes,love,enjoying a disappointing day traveling at the library #goodvibes
"Spending time painting at concert, feeling okay.",negative,spending time painting at concert feeling okay
Just another day biking at the forest.,neutral,just another day biking at the forest
Just another day swimming at the cafe.,arousal,just another day swimming at the cafe
"Trying out gaming today, nothing special.",arousal,trying out gaming today nothing special
Feeling great after a serene gaming session! #Mood,awe,feeling great after a serene gaming session #mood
Feeling down after a challenging day at home.,hate,feeling down after a challenging day at home
"Trying out painting today, nothing special.",negative,trying out painting today nothing special
Can’t wait to go painting at the market! #BookWorm,anticipation,cant wait to go painting at the market #bookworm
Feeling down after a inspiring day at beach.,confusion,feeling down after a inspiring day at beach
Thrilled about vibrant writing plans! #Mood,excitement,thrilled about vibrant writing plans #mood
"Spending time exploring at home, feeling okay.",inspired,spending time exploring at home feeling okay
Feeling down after a tough day at market.,disappointment,feeling down after a tough day at market
"Spending time dancing at festival, feeling okay.",regret,spending time dancing at festival feeling okay
Enjoying a stressful day studying at the cafe! #NatureLover,awe,enjoying a stressful day studying at the cafe #naturelover
"Spending time cooking at forest, feeling okay.",indifference,spending time cooking at forest feeling okay
"Spending time yoga at trail, feeling okay.",numbness,spending time yoga at trail feeling okay
Enjoying a inspiring day gaming at the gym! #BookWorm,awe,enjoying a inspiring day gaming at the gym #bookworm
Super excited for photography this weekend! #Mood,anticipation,super excited for photography this weekend #mood
Just another day hiking at the library.,surprise,just another day hiking at the library
Heart feels heavy after disappointing reading.,bitterness,heart feels heavy after disappointing reading
Struggling with singing today.,confusion,struggling with singing today
"Spending time running at bookstore, feeling okay.",jealous,spending time running at bookstore feeling okay
Just another day swimming at the festival.,calmness,just another day swimming at the festival
"Trying out shopping today, nothing special.",calm,trying out shopping today nothing special
"Spending time gaming at home, feeling okay.",ambivalence,spending time gaming at home feeling okay
Just another day yoga at the cafe.,shame,just another day yoga at the cafe
"Spending time gaming at festival, feeling okay.",adventure,spending time gaming at festival feeling okay
"Spending time gardening at trail, feeling okay.",fearful,spending time gardening at trail feeling okay
Just another day swimming at the concert.,enchantment,just another day swimming at the concert
Can’t wait to go meditating at the mountain! #ChasingDreams,excitement,cant wait to go meditating at the mountain #chasingdreams
So happy to be photography with friends at the gym! #Struggle,elation,so happy to be photography with friends at the gym #struggle
"Spending time writing at park, feeling okay.",reverence,spending time writing at park feeling okay
"Trying out meditating today, nothing special.",devastated,trying out meditating today nothing special
"Trying out hiking today, nothing special.",shame,trying out hiking today nothing special
"Spending time writing at gym, feeling okay.",negative,spending time writing at gym feeling okay
Struggling with meditating today.,frustration,struggling with meditating today
Just another day reading at the concert.,devastated,just another day reading at the concert
Just another day reading at the cafe.,calm,just another day reading at the cafe
"Spending time studying at museum, feeling okay.",calm,spending time studying at museum feeling okay
"Trying out shopping today, nothing special.",heartbreak,trying out shopping today nothing special
"Spending time dancing at museum, feeling okay.",regret,spending time dancing at museum feeling okay
Just another day shopping at the bookstore.,satisfaction,just another day shopping at the bookstore
"Spending time studying at beach, feeling okay.",calmness,spending time studying at beach feeling okay
Feeling great after a disappointing yoga session! #ArtLife,pride,feeling great after a disappointing yoga session #artlife
Feeling down after a peaceful day at gym.,disappointment,feeling down after a peaceful day at gym
Loving this vibrant moment at the mountain! #GoodVibes,inspiration,loving this vibrant moment at the mountain #goodvibes
Enjoying a tough day singing at the library! #ChasingDreams,positive,enjoying a tough day singing at the library #chasingdreams
"Spending time baking at park, feeling okay.",thrill,spending time baking at park feeling okay
Laughter and joy while meditating today! #FitnessJourney,elation,laughter and joy while meditating today #fitnessjourney
"Trying out biking today, nothing special.",resentment,trying out biking today nothing special
"Trying out shopping today, nothing special.",reverence,trying out shopping today nothing special
Just another day gaming at the garden.,enthusiasm,just another day gaming at the garden
"Spending time studying at lake, feeling okay.",numbness,spending time studying at lake feeling okay
"Spending time painting at festival, feeling okay.",kind,spending time painting at festival feeling okay
"Trying out baking today, nothing special.",shame,trying out baking today nothing special
Enjoying a wonderful day biking at the forest! #LifeVibes,pride,enjoying a wonderful day biking at the forest #lifevibes
Loving this tough moment at the concert! #GoodVibes,love,loving this tough moment at the concert #goodvibes
Just another day gardening at the lake.,grateful,just another day gardening at the lake
Heart feels heavy after tough traveling.,disappointment,heart feels heavy after tough traveling
"Spending time hiking at park, feeling okay.",accomplishment,spending time hiking at park feeling okay
Just another day running at the garden.,ambivalence,just another day running at the garden
"Trying out running today, nothing special.",satisfaction,trying out running today nothing special
Feeling down after a exciting day at forest.,bitterness,feeling down after a exciting day at forest
Just another day reading at the bookstore.,bitter,just another day reading at the bookstore
Struggling with shopping today.,nostalgia,struggling with shopping today
"Trying out baking today, nothing special.",surprise,trying out baking today nothing special
"Spending time dancing at trail, feeling okay.",embarrassed,spending time dancing at trail feeling okay
"Trying out gaming today, nothing special.",calmness,trying out gaming today nothing special
"Spending time cooking at home, feeling okay.",thrill,spending time cooking at home feeling okay
"Trying out dancing today, nothing special.",envious,trying out dancing today nothing special
Super excited for baking this weekend! #NatureLover,excitement,super excited for baking this weekend #naturelover
Feeling great after a vibrant meditating session! #GoodVibes,love,feeling great after a vibrant meditating session #goodvibes
Just another day yoga at the beach.,negative,just another day yoga at the beach
"Trying out meditating today, nothing special.",calmness,trying out meditating today nothing special
"Spending time baking at forest, feeling okay.",calm,spending time baking at forest feeling okay
Laughter and joy while exploring today! #ArtLife,elation,laughter and joy while exploring today #artlife
Just another day gardening at the bookstore.,playful,just another day gardening at the bookstore
Feeling great after a serene cooking session! #AdventureTime,admiration,feeling great after a serene cooking session #adventuretime
"Trying out running today, nothing special.",resentment,trying out running today nothing special
"Trying out singing today, nothing special.",overwhelmed,trying out singing today nothing special
Pure happiness from a wonderful shopping experience! #ChasingDreams,elation,pure happiness from a wonderful shopping experience #chasingdreams
"Trying out baking today, nothing special.",boredom,trying out baking today nothing special
"Trying out biking today, nothing special.",surprise,trying out biking today nothing special
"Spending time baking at cafe, feeling okay.",indifference,spending time baking at cafe feeling okay
Just another day cooking at the home.,tenderness,just another day cooking at the home
"Spending time singing at home, feeling okay.",fulfillment,spending time singing at home feeling okay
"Trying out cooking today, nothing special.",arousal,trying out cooking today nothing special
"Trying out swimming today, nothing special.",numbness,trying out swimming today nothing special
Just another day exploring at the city.,inspired,just another day exploring at the city
"Spending time biking at museum, feeling okay.",surprise,spending time biking at museum feeling okay
Just another day exploring at the library.,enthusiasm,just another day exploring at the library
"Trying out cooking today, nothing special.",heartbreak,trying out cooking today nothing special
Just another day singing at the home.,playful,just another day singing at the home
"Trying out yoga today, nothing special.",satisfaction,trying out yoga today nothing special
Feeling great after a lonely photography session! #NatureLover,awe,feeling great after a lonely photography session #naturelover
Super excited for shopping this weekend! #FitnessJourney,curiosity,super excited for shopping this weekend #fitnessjourney
"Trying out photography today, nothing special.",accomplishment,trying out photography today nothing special
Just another day biking at the beach.,harmony,just another day biking at the beach
Feeling down after a exciting day at city.,fear,feeling down after a exciting day at city
Just another day yoga at the park.,neutral,just another day yoga at the park
"Spending time hiking at library, feeling okay.",numbness,spending time hiking at library feeling okay
Feeling down after a lonely day at concert.,hate,feeling down after a lonely day at concert
"Spending time painting at city, feeling okay.",betrayal,spending time painting at city feeling okay
"Trying out painting today, nothing special.",tenderness,trying out painting today nothing special
"Spending time exploring at cafe, feeling okay.",numbness,spending time exploring at cafe feeling okay
Just another day baking at the market.,determination,just another day baking at the market
Just another day gardening at the concert.,neutral,just another day gardening at the concert
"Trying out running today, nothing special.",heartbreak,trying out running today nothing special
Feeling down after a joyful day at museum.,frustration,feeling down after a joyful day at museum
"Spending time dancing at concert, feeling okay.",neutral,spending time dancing at concert feeling okay
"Spending time swimming at park, feeling okay.",harmony,spending time swimming at park feeling okay
Just another day hiking at the mountain.,envious,just another day hiking at the mountain
Can’t wait to go writing at the festival! #MusicLover,excitement,cant wait to go writing at the festival #musiclover
Enjoying a stressful day dancing at the forest! #ChasingDreams,positive,enjoying a stressful day dancing at the forest #chasingdreams
"Trying out swimming today, nothing special.",reflection,trying out swimming today nothing special
"Spending time photography at garden, feeling okay.",adventure,spending time photography at garden feeling okay
Loving this beautiful moment at the cafe! #ChasingDreams,awe,loving this beautiful moment at the cafe #chasingdreams
Just another day shopping at the cafe.,betrayal,just another day shopping at the cafe
"Spending time hiking at bookstore, feeling okay.",negative,spending time hiking at bookstore feeling okay
"Spending time reading at library, feeling okay.",thrill,spending time reading at library feeling okay
Struggling with meditating today.,nostalgia,struggling with meditating today
"Trying out baking today, nothing special.",determination,trying out baking today nothing special
"Trying out biking today, nothing special.",regret,trying out biking today nothing special
Just another day hiking at the beach.,grateful,just another day hiking at the beach
Just another day traveling at the festival.,embarrassed,just another day traveling at the festival
"Trying out photography today, nothing special.",adventure,trying out photography today nothing special
Loving this beautiful moment at the festival! #Mood,inspiration,loving this beautiful moment at the festival #mood
"Spending time baking at museum, feeling okay.",numbness,spending time baking at museum feeling okay
Just another day studying at the forest.,desolation,just another day studying at the forest
Feeling down after a joyful day at beach.,disappointment,feeling down after a joyful day at beach
"Spending time running at mountain, feeling okay.",ambivalence,spending time running at mountain feeling okay
Just another day yoga at the concert.,reverence,just another day yoga at the concert
Feeling down after a wonderful day at home.,nostalgia,feeling down after a wonderful day at home
"Trying out hiking today, nothing special.",embarrassed,trying out hiking today nothing special
Struggling with shopping today.,nostalgia,struggling with shopping today
Just another day biking at the park.,jealousy,just another day biking at the park
Feeling great after a inspiring gaming session! #ArtLife,admiration,feeling great after a inspiring gaming session #artlife
Heart feels heavy after stressful dancing.,disappointment,heart feels heavy after stressful dancing
Heart feels heavy after disappointing singing.,fear,heart feels heavy after disappointing singing
"Spending time cooking at lake, feeling okay.",betrayal,spending time cooking at lake feeling okay
"Spending time running at market, feeling okay.",negative,spending time running at market feeling okay
Struggling with photography today.,confusion,struggling with photography today
Just another day studying at the market.,resentment,just another day studying at the market
Loving this peaceful moment at the city! #FitnessJourney,hopeful,loving this peaceful moment at the city #fitnessjourney
Loving this wonderful moment at the gym! #LifeVibes,love,loving this wonderful moment at the gym #lifevibes
"Spending time photography at home, feeling okay.",creativity,spending time photography at home feeling okay
"Trying out yoga today, nothing special.",adventure,trying out yoga today nothing special
"Trying out writing today, nothing special.",jealousy,trying out writing today nothing special
Heart feels heavy after inspiring dancing.,hate,heart feels heavy after inspiring dancing
"Spending time biking at bookstore, feeling okay.",heartbreak,spending time biking at bookstore feeling okay
Enjoying a joyful day running at the concert! #NatureLover,hopeful,enjoying a joyful day running at the concert #naturelover
"Trying out studying today, nothing special.",negative,trying out studying today nothing special
Just another day biking at the museum.,fearful,just another day biking at the museum
Struggling with biking today.,fear,struggling with biking today
Enjoying a vibrant day reading at the forest! #FitnessJourney,love,enjoying a vibrant day reading at the forest #fitnessjourney
Feeling great after a exciting yoga session! #AdventureTime,hopeful,feeling great after a exciting yoga session #adventuretime
"Trying out reading today, nothing special.",overwhelmed,trying out reading today nothing special
Just another day studying at the cafe.,regret,just another day studying at the cafe
"Spending time baking at park, feeling okay.",satisfaction,spending time baking at park feeling okay
Just another day reading at the museum.,disgust,just another day reading at the museum
Feeling down after a inspiring day at cafe.,fear,feeling down after a inspiring day at cafe
Feeling great after a serene exploring session! #NatureLover,positive,feeling great after a serene exploring session #naturelover
Can’t wait to go exploring at the home! #CityLife,curiosity,cant wait to go exploring at the home #citylife
"Spending time dancing at home, feeling okay.",bitter,spending time dancing at home feeling okay
Just another day dancing at the bookstore.,boredom,just another day dancing at the bookstore
"Spending time baking at museum, feeling okay.",creativity,spending time baking at museum feeling okay
Super excited for running this weekend! #GoodVibes,curiosity,super excited for running this weekend #goodvibes
"Spending time swimming at park, feeling okay.",tenderness,spending time swimming at park feeling okay
"Spending time singing at concert, feeling okay.",accomplishment,spending time singing at concert feeling okay
Enjoying a wonderful day cooking at the gym! #ArtLife,empowerment,enjoying a wonderful day cooking at the gym #artlife
"Trying out biking today, nothing special.",negative,trying out biking today nothing special
"Trying out hiking today, nothing special.",betrayal,trying out hiking today nothing special
"Spending time traveling at museum, feeling okay.",ambivalence,spending time traveling at museum feeling okay
So happy to be meditating with friends at the market! #Struggle,happy,so happy to be meditating with friends at the market #struggle
"Spending time running at garden, feeling okay.",desolation,spending time running at garden feeling okay
Feeling great after a vibrant biking session! #Struggle,love,feeling great after a vibrant biking session #struggle
Enjoying a lonely day baking at the cafe! #ChasingDreams,inspiration,enjoying a lonely day baking at the cafe #chasingdreams
Feeling great after a amazing biking session! #Mood,gratitude,feeling great after a amazing biking session #mood
"Trying out meditating today, nothing special.",harmony,trying out meditating today nothing special
"Trying out yoga today, nothing special.",shame,trying out yoga today nothing special
Feeling great after a joyful hiking session! #Mood,positive,feeling great after a joyful hiking session #mood
Enjoying a wonderful day singing at the concert! #AdventureTime,inspiration,enjoying a wonderful day singing at the concert #adventuretime
"Trying out yoga today, nothing special.",surprise,trying out yoga today nothing special
"Spending time cooking at library, feeling okay.",determination,spending time cooking at library feeling okay
"Trying out baking today, nothing special.",frustrated,trying out baking today nothing special
Just another day gardening at the beach.,acceptance,just another day gardening at the beach
Just another day traveling at the home.,betrayal,just another day traveling at the home
Just another day gaming at the market.,enthusiasm,just another day gaming at the market
Loving this disappointing moment at the cafe! #AdventureTime,admiration,loving this disappointing moment at the cafe #adventuretime
Feeling great after a peaceful photography session! #CityLife,empowerment,feeling great after a peaceful photography session #citylife
"Spending time running at museum, feeling okay.",harmony,spending time running at museum feeling okay
Just another day reading at the beach.,calmness,just another day reading at the beach
"Trying out cooking today, nothing special.",envious,trying out cooking today nothing special
Just another day painting at the home.,negative,just another day painting at the home
Pure happiness from a joyful traveling experience! #BookWorm,happy,pure happiness from a joyful traveling experience #bookworm
Just another day traveling at the home.,bitter,just another day traveling at the home
Enjoying a vibrant day dancing at the bookstore! #FitnessJourney,gratitude,enjoying a vibrant day dancing at the bookstore #fitnessjourney
"Spending time studying at museum, feeling okay.",shame,spending time studying at museum feeling okay
"Spending time traveling at concert, feeling okay.",frustrated,spending time traveling at concert feeling okay
"Spending time shopping at park, feeling okay.",bitter,spending time shopping at park feeling okay
"Spending time gaming at garden, feeling okay.",calm,spending time gaming at garden feeling okay
Enjoying a exciting day baking at the park! #LifeVibes,empowerment,enjoying a exciting day baking at the park #lifevibes
"Spending time yoga at lake, feeling okay.",frustrated,spending time yoga at lake feeling okay
So happy to be singing with friends at the library! #AdventureTime,happy,so happy to be singing with friends at the library #adventuretime
"Spending time traveling at lake, feeling okay.",disgust,spending time traveling at lake feeling okay
Just another day baking at the mountain.,disgust,just another day baking at the mountain
"Trying out exploring today, nothing special.",inspired,trying out exploring today nothing special
"Trying out gardening today, nothing special.",heartbreak,trying out gardening today nothing special
Just another day hiking at the cafe.,determination,just another day hiking at the cafe
Enjoying a vibrant day studying at the beach! #ArtLife,love,enjoying a vibrant day studying at the beach #artlife
Feeling great after a vibrant baking session! #AdventureTime,awe,feeling great after a vibrant baking session #adventuretime
Just another day traveling at the festival.,ambivalence,just another day traveling at the festival
Heart feels heavy after amazing biking.,nostalgia,heart feels heavy after amazing biking
"Trying out studying today, nothing special.",playful,trying out studying today nothing special
Thrilled about disappointing yoga plans! #MusicLover,excitement,thrilled about disappointing yoga plans #musiclover
"Trying out biking today, nothing special.",compassion,trying out biking today nothing special
Loving this challenging moment at the concert! #BookWorm,pride,loving this challenging moment at the concert #bookworm
"Trying out painting today, nothing special.",wonder,trying out painting today nothing special
Just another day shopping at the city.,surprise,just another day shopping at the city
Just another day hiking at the home.,tenderness,just another day hiking at the home
"Trying out singing today, nothing special.",fulfillment,trying out singing today nothing special
"Spending time painting at lake, feeling okay.",devastated,spending time painting at lake feeling okay
"Trying out cooking today, nothing special.",envious,trying out cooking today nothing special
Heart feels heavy after disappointing yoga.,bitterness,heart feels heavy after disappointing yoga
Just another day gaming at the museum.,inspired,just another day gaming at the museum
Feeling great after a wonderful writing session! #CityLife,empowerment,feeling great after a wonderful writing session #citylife
"Spending time meditating at festival, feeling okay.",adventure,spending time meditating at festival feeling okay
"Spending time painting at home, feeling okay.",indifference,spending time painting at home feeling okay
"Spending time singing at city, feeling okay.",bitter,spending time singing at city feeling okay
Heart feels heavy after inspiring yoga.,bitterness,heart feels heavy after inspiring yoga
Enjoying a serene day hiking at the garden! #ArtLife,awe,enjoying a serene day hiking at the garden #artlife
"Spending time traveling at mountain, feeling okay.",negative,spending time traveling at mountain feeling okay
Feeling great after a beautiful swimming session! #MusicLover,empowerment,feeling great after a beautiful swimming session #musiclover
"Spending time yoga at forest, feeling okay.",shame,spending time yoga at forest feeling okay
"Spending time running at library, feeling okay.",disgust,spending time running at library feeling okay
Just another day writing at the gym.,inspired,just another day writing at the gym
"Trying out studying today, nothing special.",tenderness,trying out studying today nothing special
Just another day shopping at the museum.,boredom,just another day shopping at the museum
"Spending time gaming at gym, feeling okay.",disgust,spending time gaming at gym feeling okay
Struggling with reading today.,disappointment,struggling with reading today
"Trying out photography today, nothing special.",shame,trying out photography today nothing special
"Spending time studying at home, feeling okay.",other,spending time studying at home feeling okay
"Spending time photography at cafe, feeling okay.",negative,spending time photography at cafe feeling okay
"Spending time studying at gym, feeling okay.",jealousy,spending time studying at gym feeling okay
Super excited for painting this weekend! #GoodVibes,anticipation,super excited for painting this weekend #goodvibes
"Trying out yoga today, nothing special.",surprise,trying out yoga today nothing special
Just another day dancing at the concert.,numbness,just another day dancing at the concert
"Trying out cooking today, nothing special.",neutral,trying out cooking today nothing special
"Trying out painting today, nothing special.",acceptance,trying out painting today nothing special
Enjoying a vibrant day photography at the forest! #GoodVibes,gratitude,enjoying a vibrant day photography at the forest #goodvibes
"Spending time yoga at forest, feeling okay.",acceptance,spending time yoga at forest feeling okay
Feeling great after a tough gaming session! #ArtLife,inspiration,feeling great after a tough gaming session #artlife
Just another day traveling at the trail.,acceptance,just another day traveling at the trail
"Trying out gaming today, nothing special.",boredom,trying out gaming today nothing special
"Trying out writing today, nothing special.",resentment,trying out writing today nothing special
"Spending time traveling at bookstore, feeling okay.",compassion,spending time traveling at bookstore feeling okay
"Spending time writing at bookstore, feeling okay.",resentment,spending time writing at bookstore feeling okay
"Trying out studying today, nothing special.",kind,trying out studying today nothing special
"Trying out swimming today, nothing special.",calm,trying out swimming today nothing special
Just another day studying at the cafe.,resentment,just another day studying at the cafe
Heart feels heavy after vibrant hiking.,fear,heart feels heavy after vibrant hiking
"Trying out hiking today, nothing special.",shame,trying out hiking today nothing special
"Spending time gardening at concert, feeling okay.",thrill,spending time gardening at concert feeling okay
Loving this joyful moment at the home! #LifeVibes,inspiration,loving this joyful moment at the home #lifevibes
"Spending time shopping at gym, feeling okay.",other,spending time shopping at gym feeling okay
Enjoying a amazing day reading at the market! #CityLife,admiration,enjoying a amazing day reading at the market #citylife
"Trying out traveling today, nothing special.",frustrated,trying out traveling today nothing special
"Trying out traveling today, nothing special.",resentment,trying out traveling today nothing special
Just another day traveling at the market.,accomplishment,just another day traveling at the market
Heart feels heavy after exciting painting.,confusion,heart feels heavy after exciting painting
"Trying out reading today, nothing special.",thrill,trying out reading today nothing special
Just another day dancing at the home.,other,just another day dancing at the home
Just another day shopping at the cafe.,numbness,just another day shopping at the cafe
"Trying out photography today, nothing special.",thrill,trying out photography today nothing special
Feeling down after a disappointing day at museum.,hate,feeling down after a disappointing day at museum
Just another day baking at the mountain.,frustrated,just another day baking at the mountain
Struggling with gardening today.,frustration,struggling with gardening today
Struggling with exploring today.,hate,struggling with exploring today
"Spending time dancing at beach, feeling okay.",jealous,spending time dancing at beach feeling okay
"Spending time meditating at forest, feeling okay.",embarrassed,spending time meditating at forest feeling okay
Struggling with reading today.,sad,struggling with reading today
Feeling great after a disappointing traveling session! #BookWorm,hopeful,feeling great after a disappointing traveling session #bookworm
Just another day baking at the city.,wonder,just another day baking at the city
Just another day reading at the mountain.,tenderness,just another day reading at the mountain
Feeling great after a inspiring traveling session! #ChasingDreams,admiration,feeling great after a inspiring traveling session #chasingdreams
"Spending time writing at forest, feeling okay.",other,spending time writing at forest feeling okay
"Spending time yoga at lake, feeling okay.",desolation,spending time yoga at lake feeling okay
Just another day running at the concert.,surprise,just another day running at the concert
"Trying out cooking today, nothing special.",frustrated,trying out cooking today nothing special
Loving this tough moment at the museum! #ChasingDreams,positive,loving this tough moment at the museum #chasingdreams
"Spending time baking at home, feeling okay.",calm,spending time baking at home feeling okay
Feeling great after a joyful swimming session! #BookWorm,love,feeling great after a joyful swimming session #bookworm
"Spending time biking at gym, feeling okay.",numbness,spending time biking at gym feeling okay
"Spending time exploring at cafe, feeling okay.",devastated,spending time exploring at cafe feeling okay
Just another day shopping at the garden.,harmony,just another day shopping at the garden
"Spending time painting at library, feeling okay.",frustrated,spending time painting at library feeling okay
Just another day writing at the home.,thrill,just another day writing at the home
"Spending time cooking at concert, feeling okay.",enthusiasm,spending time cooking at concert feeling okay
"Trying out gardening today, nothing special.",fearful,trying out gardening today nothing special
Heart feels heavy after disappointing hiking.,fear,heart feels heavy after disappointing hiking
Feeling great after a inspiring baking session! #Mood,awe,feeling great after a inspiring baking session #mood
Just another day gaming at the gym.,envious,just another day gaming at the gym
Feeling great after a joyful meditating session! #ArtLife,empowerment,feeling great after a joyful meditating session #artlife
Enjoying a inspiring day meditating at the park! #MusicLover,admiration,enjoying a inspiring day meditating at the park #musiclover
Just another day meditating at the cafe.,wonder,just another day meditating at the cafe
"Spending time photography at festival, feeling okay.",shame,spending time photography at festival feeling okay
"Spending time meditating at bookstore, feeling okay.",frustrated,spending time meditating at bookstore feeling okay
"Spending time baking at mountain, feeling okay.",neutral,spending time baking at mountain feeling okay
"Trying out dancing today, nothing special.",creativity,trying out dancing today nothing special
Just another day gaming at the mountain.,devastated,just another day gaming at the mountain
"Trying out hiking today, nothing special.",betrayal,trying out hiking today nothing special
Loving this lonely moment at the bookstore! #MusicLover,positive,loving this lonely moment at the bookstore #musiclover
Heart feels heavy after disappointing writing.,frustration,heart feels heavy after disappointing writing
So happy to be yoga with friends at the city! #AdventureTime,happy,so happy to be yoga with friends at the city #adventuretime
Enjoying a peaceful day baking at the beach! #BookWorm,love,enjoying a peaceful day baking at the beach #bookworm
"Trying out baking today, nothing special.",adventure,trying out baking today nothing special
Just another day baking at the home.,embarrassed,just another day baking at the home
"Trying out gardening today, nothing special.",reflection,trying out gardening today nothing special
Just another day swimming at the city.,heartbreak,just another day swimming at the city
Just another day hiking at the festival.,jealous,just another day hiking at the festival
Thrilled about serene gardening plans! #FitnessJourney,curiosity,thrilled about serene gardening plans #fitnessjourney
Just another day baking at the forest.,bitter,just another day baking at the forest
"Spending time swimming at gym, feeling okay.",reverence,spending time swimming at gym feeling okay
Feeling great after a exciting biking session! #Mood,love,feeling great after a exciting biking session #mood
Just another day swimming at the concert.,compassion,just another day swimming at the concert
"Spending time hiking at bookstore, feeling okay.",grateful,spending time hiking at bookstore feeling okay
Enjoying a amazing day traveling at the beach! #Struggle,gratitude,enjoying a amazing day traveling at the beach #struggle
"Spending time painting at gym, feeling okay.",reverence,spending time painting at gym feeling okay
"Trying out cooking today, nothing special.",devastated,trying out cooking today nothing special
"Trying out studying today, nothing special.",determination,trying out studying today nothing special
"Trying out exploring today, nothing special.",accomplishment,trying out exploring today nothing special
"Spending time hiking at festival, feeling okay.",accomplishment,spending time hiking at festival feeling okay
Feeling down after a disappointing day at forest.,disappointment,feeling down after a disappointing day at forest
Enjoying a disappointing day shopping at the lake! #CityLife,empowerment,enjoying a disappointing day shopping at the lake #citylife
"Trying out shopping today, nothing special.",betrayal,trying out shopping today nothing special
So happy to be swimming with friends at the library! #FitnessJourney,elation,so happy to be swimming with friends at the library #fitnessjourney
Feeling great after a peaceful biking session! #ChasingDreams,hopeful,feeling great after a peaceful biking session #chasingdreams
Just another day painting at the concert.,inspired,just another day painting at the concert
Just another day photography at the festival.,tenderness,just another day photography at the festival
"Trying out writing today, nothing special.",ambivalence,trying out writing today nothing special
Just another day studying at the park.,boredom,just another day studying at the park
"Trying out writing today, nothing special.",playful,trying out writing today nothing special
"Trying out studying today, nothing special.",fearful,trying out studying today nothing special
"Trying out gardening today, nothing special.",fearful,trying out gardening today nothing special
Just another day singing at the park.,arousal,just another day singing at the park
Heart feels heavy after inspiring running.,nostalgia,heart feels heavy after inspiring running
Enjoying a stressful day traveling at the home! #Mood,gratitude,enjoying a stressful day traveling at the home #mood
"Trying out biking today, nothing special.",calmness,trying out biking today nothing special
Pure happiness from a challenging running experience! #AdventureTime,happy,pure happiness from a challenging running experience #adventuretime
"Trying out cooking today, nothing special.",kind,trying out cooking today nothing special
"Spending time meditating at beach, feeling okay.",tenderness,spending time meditating at beach feeling okay
"Spending time cooking at festival, feeling okay.",determination,spending time cooking at festival feeling okay
Just another day biking at the forest.,surprise,just another day biking at the forest
"Spending time writing at beach, feeling okay.",wonder,spending time writing at beach feeling okay
