hate,text,cleaned_text
0,bhai ap dusro ko dekhngee to shyd sahi nai bn payngee ham secular banexe2x80xa6,bhai ap dusro ko dekhngee shyd sahi nai bn payngee ham secular banexexxa
0,ek mahina ho chukka hai bandd hai hum par muttonndaawaton me kha rahe hain bhindixe2x80xa6,ek mahina ho chukka hai bandd hai hum par muttonndaawaton kha rahe hain bhindixexxa
0,rt   hindu musalman to bola hi nahi poor fellow,rt hindu musalman bola hi nahi poor fellow
0,rt  in roman shukr hai ki hum hindu hain warna musalman hote to her roz ye saabit karna padta ki main musalman hoon mujhe hexe2x80xa6,rt roman shukr hai ki hum hindu hain warna musalman hote roz ye saabit karna padta ki main musalman hoon mujhe hexexxa
0,rt  manish sharmanindia got independent not only by hindu but also by all religion cast creed so we r first indian notxe2x80xa6,rt manish sharmanindia got independent hindu also religion cast creed r first indian notxexxa
0,bhid jb jut nhi rhi ha aur hindu musalman mandir masjid nhi chl rha ha to naya stunt krna pada firxe2x80xa6,bhid jb jut nhi rhi ha aur hindu musalman mandir masjid nhi chl rha ha naya stunt krna pada firxexxa
0,na hum hindu na hum musalman sabse pehle hai hum insaan,na hum hindu na hum musalman sabse pehle hai hum insaan
0,har political party ka pet bhar rha hai hindumusalman ka issue  bnakar aur hmare kitane hindumusalman bhai hai jo bhooke hai,har political party ka pet bhar rha hai hindumusalman ka issue bnakar aur hmare kitane hindumusalman bhai hai jo bhooke hai
0,hindu musalman fir suru gujarati he hum sab samaj chuke he,hindu musalman fir suru gujarati hum sab samaj chuke
0,hindu musalman ki rajniti mat karo,hindu musalman ki rajniti mat karo
1,musalman hypocrite hai woh duniya janti hai me bhi manta hu kyunki 99 terrorist comes frxe2x80xa6,musalman hypocrite hai woh duniya janti hai bhi manta hu kyunki terrorist comes frxexxa
0,hum na hindu na musalman sikh na isaayi heinnjama mazhab ka utaren to sabhi bhai hein,hum na hindu na musalman sikh na isaayi heinnjama mazhab ka utaren sabhi bhai hein
1,aap sadhi ko malum hai ki ek hram ki olad jo hea modi ko pure des ka bap bta rha hai to esko kyo desdarohi nahi khaxe2x80xa6,aap sadhi ko malum hai ki ek hram ki olad jo hea modi ko pure des ka bap bta rha hai esko kyo desdarohi nahi khaxexxa
1,kiyon koi hindu musalman ko maregakiyon koi musalman hindu ko maregauparwale ne  islixe2x80xa6,kiyon koi hindu musalman ko maregakiyon koi musalman hindu ko maregauparwale ne islixexxa
0,hardik patel tum kaun se darm se honhindu ya musalmannmujhe to dono me daut lag rha h,hardik patel tum kaun se darm se honhindu ya musalmannmujhe dono daut lag rha h
0,ku ki musalmanoon bhaioon ne nhin rahengey to hinduoon k khilap bjadkayega kun merexe2x80xa6,ku ki musalmanoon bhaioon ne nhin rahengey hinduoon k khilap bjadkayega kun merexexxa
0,bhai ap age bhadthey raho dhalith hindu musalman secular log ekattahothey bjp ko or paid media ko dar suru hogaya,bhai ap age bhadthey raho dhalith hindu musalman secular log ekattahothey bjp ko paid media ko dar suru hogaya
0,rt    ek musalman kashmiri kali hina jo bala ki khoobsurat h uske sache dost bb m do hindu braxe2x80xa6,rt ek musalman kashmiri kali hina jo bala ki khoobsurat h uske sache dost bb hindu braxexxa
0,yes i am a christian during xmas musalman during eid hindxe2x80xa6,yes christian xmas musalman eid hindxexxa
0,kangrsh to thik darbari kya hainnye communal kon hainninsan ko hixe2x80xa6,kangrsh thik darbari kya hainnye communal kon hainninsan ko hixexxa
0,jignesh bhai aap aage bado musalmanhindu dalits sab aapke saath hai hinduthwa fascist ko kujlixe2x80xa6,jignesh bhai aap aage bado musalmanhindu dalits sab aapke saath hai hinduthwa fascist ko kujlixexxa
0,apraadhi apraadhi hota he medam ji hindu musalman nahi,apraadhi apraadhi hota medam ji hindu musalman nahi
0,phir wahi baseless baat news channel ya political leaders se reality maloom nahi hotixe2x80xa6,phir wahi baseless baat news channel ya political leaders se reality maloom nahi hotixexxa
0,rt    bilkul sahi bola hr ek shaks ye sochne lgjaye to wo insan bn jayenna hindu mrta h na musalxe2x80xa6,rt bilkul sahi bola hr ek shaks ye sochne lgjaye wo insan bn jayenna hindu mrta h na musalxexxa
0,ha bilkul lekin inko to hindu bhi banna hai aur musalman to hai hi ye dharam ki rajnity karani hai lekinxe2x80xa6,ha bilkul lekin inko hindu bhi banna hai aur musalman hai hi ye dharam ki rajnity karani hai lekinxexxa
0,bjp ka agenda kabhi vikas raha hi nai hamesa hindu musalman ram mandir or hindu dharm ko bechxe2x80xa6,bjp ka agenda kabhi vikas raha hi nai hamesa hindu musalman ram mandir hindu dharm ko bechxexxa
0,bjb sarkar ne is desh me siwaye hindu musalman ko ladwane ke ilawa kuch nahi kiyavikas ka to namo nishan bhi nahixe2x80xa6,bjb sarkar ne desh siwaye hindu musalman ko ladwane ke ilawa kuch nahi kiyavikas ka namo nishan bhi nahixexxa
0,aap hindu ho ya musalman hamare bhai ho bro and apne such kaha hum kch b bat krein toh mxe2x80xa6,aap hindu ho ya musalman hamare bhai ho bro apne kaha hum kch b bat krein toh mxexxa
0,rt  actually mms spoke a lot about finance economics science of course never about hindu  musalman kabristan  shamshan etcxe2x80xa6,rt actually mms spoke lot finance economics science course never hindu musalman kabristan shamshan etcxexxa
0,rahulhatemodibrigadebjp ab har gandi step ko apnayenge jeetane k liyepata nhi inko kyu acha lgta hai hindu muxe2x80xa6,rahulhatemodibrigadebjp ab har gandi step ko apnayenge jeetane k liyepata nhi inko kyu acha lgta hai hindu muxexxa
0,nis bsf ke jawan ko suspend kiya jae nye hindu musalman me rajniti kar rha h ninko desh ki rksha ke lyexe2x80xa6,nis bsf ke jawan ko suspend kiya jae nye hindu musalman rajniti kar rha h ninko desh ki rksha ke lyexexxa
0,wo hindu musalman aur tum patel k naam pe vote mang rhandifference kya hai,wo hindu musalman aur tum patel k naam pe vote mang rhandifference kya hai
0,rt  manmohan singhxe2x80x99s speeches are in archive you can listen though they are about finance economics education science and notxe2x80xa6,rt manmohan singhxexxs speeches archive listen though finance economics education science notxexxa
0,achha smart cities bani kya kaha se badla desh salaaxe2x80xa6,achha smart cities bani kya kaha se badla desh salaaxexxa
1,rt  journalists like arnab goswami have a role to play in the murder of afrazul these journalists spread poisonous lies about lxe2x80xa6,rt journalists like arnab goswami role play murder afrazul journalists spread poisonous lies lxexxa
1,love jihad tamilnadu style in north it is communal in southn it is caste which is better,love jihad tamilnadu style north communal southn caste better
1,i liked a  video  ajaz khans angry reaction on rajasthan love jihad murder case  love jihad ke naam,liked video ajaz khans angry reaction rajasthan love jihad murder case love jihad ke naam
0,sab chalta hai islam main,sab chalta hai islam main
0,double identity hai yu,double identity hai yu
0,china has no division it is monolithic society but majority is engaged here to score with its minority on mxe2x80xa6,china division monolithic society majority engaged score minority mxexxa
0,you are talking as if you have written dozens of opeds on rss workers being killed victims of lovexe2x80xa6,talking written dozens opeds rss workers killed victims lovexexxa
0,liar hain yeh sab,liar hain yeh sab
1,the perils of reverse love jihad,perils reverse love jihad
0,1we talk about awareness and population control we ban condom ads 2we talk about security and safer environmentxe2x80xa6,talk awareness population control ban condom ads talk security safer environmentxexxa
0,rt  if legal its frankly a nobrainer move have your little jihad but everything you love is getting sent back to the helxe2x80xa6,rt legal frankly nobrainer move little jihad everything love getting sent back helxexxa
0,pagal hai kya bol raha hai,pagal hai kya bol raha hai
0,daaru mat pike tweet kar,daaru mat pike tweet kar
0,rt  sos please help minor girl xe2x80x9ctanvi sachdevaxe2x80x9d height 5ft7xe2x80x9d age 14 yrs who is daughter of a close friend kidnapped under polxe2x80xa6,rt sos please help minor girl xexxctanvi sachdevaxexxd height ftxexxd age yrs daughter close friend kidnapped polxexxa
0,rt  our politicians and their followers get hot under the collar over mani shankar aiyars deplorable neech remark butxe2x80xa6,rt politicians followers get hot collar mani shankar aiyars deplorable neech remark butxexxa
0,rt  aisa mat bol bhai jo kaam koi nahi kar sakta vo sirf agarkar karta hain1 century in lordsn2 fastest fiftyn3 reversxe2x80xa6,rt aisa mat bol bhai jo kaam koi nahi kar sakta vo sirf agarkar karta hain century lordsn fastest fiftyn reversxexxa
0,rt  in 2012kerala junior football team vice captain jithu mohan was doused with petrol and set on firehe died after two daysalxe2x80xa6,rt kerala junior football team vice captain jithu mohan doused petrol set firehe died two daysalxexxa
1,rt  heena talreja was murdered by her husband adnan khan and gangraped by his friendsndint they say that love jihad is a mythxe2x80xa6,rt heena talreja murdered husband adnan khan gangraped friendsndint say love jihad mythxexxa
0,rt      hei kriratna our politicians n their followers get hot under d collar overxe2x80xa6,rt hei kriratna politicians n followers get hot collar overxexxa
1,muslims are being oppressed on the basis of love jihad,muslims oppressed basis love jihad
0,crash landing of a doctor into love jihad,crash landing doctor love jihad
0,rt  secular ie reports rajasthan killing seems love triangle not love jihad gauri lankesh murder seems heading towards suparxe2x80xa6,rt secular ie reports rajasthan killing seems love triangle love jihad gauri lankesh murder seems heading towards suparxexxa
0,dekh yeh kya ho raha hai,dekh yeh kya ho raha hai
1,md afrajul a migrant construction labour brutally killed with fake allegations of love jihad by hindutva fundaxe2x80xa6,md afrajul migrant construction labour brutally killed fake allegations love jihad hindutva fundaxexxa
0,will u marry me mam according to love jihad but i am not the age of your soxf0x9fxa4x97,u marry mam according love jihad age soxfxfxax
1,love jihad in up  airfox entertainment  via,love jihad airfox entertainment via
0,rt  it will be easy to remind the pm that the xe2x80x98blue whalexe2x80x99 moment for india started the day he took over as the pm of indiaxe2x80xa6,rt easy remind pm xexxblue whalexexx moment india started day took pm indiaxexxa
0,sab dekhte hain bolna kuch mat,sab dekhte hain bolna kuch mat
0,for all those fighting for selfdetermination lovefearlessly as in mughaleazam falling in love happens  it is nxe2x80xa6,fighting selfdetermination lovefearlessly mughaleazam falling love happens nxexxa
0,they butchered my father like an animal says daughter of muslim labourer who was hacked and burnt alive,butchered father like animal says daughter muslim labourer hacked burnt alive
0,rt  a man burnt alive allegedly for committing love jihad in rajasthans rajsamand the attacker filmed the act which was laterxe2x80xa6,rt man burnt alive allegedly committing love jihad rajasthans rajsamand attacker filmed act laterxexxa
1,congrats for continuing love jihad marriage which is being certified by rss  bjp,congrats continuing love jihad marriage certified rss bjp
1,ji this is one kind of love jihad by vck thirumavalavan  goons,ji one kind love jihad vck thirumavalavan goons
0,rt  former cji lodha sounds the bells on the alarming state of human rights in the country where people are being killed regularxe2x80xa6,rt former cji lodha sounds bells alarming state human rights country people killed regularxexxa
1,rt  who said bjp doesnt have a manifesto for gujaratnit isnn1 dadhitopin2 shehzadan3 aurangzebn4 babarn5 love jihadn6xe2x80xa6,rt said bjp doesnt manifesto gujaratnit isnn dadhitopin shehzadan aurangzebn babarn love jihadnxexxa
0,i liked a  video  5 ki panchayat  rajasthan xe0xa4xaexe0xa5x87xe0xa4x82 xe0xa4xb9xe0xa5x81xe0xa4x88 xe0xa4xa6xe0xa4xb0xe0xa4xbfxe0xa4x82xe0xa4xa6xe0xa4x97xe0xa5x80 love jihad,liked video ki panchayat rajasthan xexaxaexexaxxexax xexaxbxexaxxexax xexaxaxexaxbxexaxbfxexaxxexaxaxexaxxexax love jihad
1,rt  another girl gangraped by a lovejihadi and his friends the man salman used a fake identity rajesh to trap the hindxe2x80xa6,rt another girl gangraped lovejihadi friends man salman used fake identity rajesh trap hindxexxa
1,i added a video to a  playlist   love jihad in up  airfox entertainment,added video playlist love jihad airfox entertainment
1,shahnavaj ji love jihad bale nhi h kya,shahnavaj ji love jihad bale nhi h kya
0,well said but its applicable to killings in the name of love jihad too i wish similar judgement for txe2x80xa6,well said applicable killings name love jihad wish similar judgement txexxa
1,jaise aap kisi bhi mudde me love jihad le aate ho waise hi,jaise aap kisi bhi mudde love jihad le aate ho waise hi
1,ur love jihad2wards kashmir,ur love jihadwards kashmir
0,bhaijaan mein itne din se dekh raha hu kahi par bhi apka koi bayan nahi hai rajsamand mein love jxe2x80xa6,bhaijaan mein itne din se dekh raha hu kahi par bhi apka koi bayan nahi hai rajsamand mein love jxexxa
0,rt  no tweets yet by trump regarding the times square bombone about the xe2x80x98failing cnnxe2x80x99  so priorities are clear just like inxe2x80xa6,rt tweets yet trump regarding times square bombone xexxfailing cnnxexx priorities clear like inxexxa
0,rt  xe2x80x98do we really value human rightsxe2x80x99 asks former cji rm lodha citing cow vigilantism xe2x80x98love jihadxe2x80x99n htxe2x80xa6,rt xexxdo really value human rightsxexx asks former cji rm lodha citing cow vigilantism xexxlove jihadxexxn htxexxa
1,rt  shocking another muslim burnt alive in rajasthan these ghastly murders in the name of gauraksha amp,rt shocking another muslim burnt alive rajasthan ghastly murders name gauraksha amp
1,rt  this is the consequence of love jihad make your daughter alert,rt consequence love jihad make daughter alert
0,retweet mat kar post ko,retweet mat kar post ko
1,true love jihad,true love jihad
0,rt  rahul kanwal exposes rahul kanwal covering up love jihadnndonxe2x80x99t miss it,rt rahul kanwal exposes rahul kanwal covering love jihadnndonxexxt miss
1,bravo a indian bsf officernhe is supporting murderersnwho he killed a human in name of love jihad at rajasthan n,bravo indian bsf officernhe supporting murderersnwho killed human name love jihad rajasthan n
0,depends  what is his stand on ayodhyaxian conversionslove jihad i can tell you moxe2x80xa6,depends stand ayodhyaxian conversionslove jihad tell moxexxa
0,those who kill people in the name love jihad government should punish strictly irrespective of religion and castexe2x80xa6,kill people name love jihad government punish strictly irrespective religion castexexxa
0,sagar tu chup rahe pitega,sagar tu chup rahe pitega
0,rt  will any news channel english hindiall regional languages  question the prime minister of india about so called love jixe2x80xa6,rt news channel english hindiall regional languages question prime minister india called love jixexxa
1,rt  md afrajul a migrant construction labour brutally killed with fake allegations of love jihad by hindutva fundamentalists ixe2x80xa6,rt md afrajul migrant construction labour brutally killed fake allegations love jihad hindutva fundamentalists ixexxa
0,paki should stay there hum aa gaye toh maarenge,paki stay hum aa gaye toh maarenge
1,yes its true  many pakis made indian girls and boys name id in twitter and facebook and thexe2x80xa6,yes true many pakis made indian girls boys name id twitter facebook thexexxa
1,just so u knw here i was supporting a muslim who was being accused of love jxe2x80xa6,u knw supporting muslim accused love jxexxa
0,rt  man hacks labourer burns him my yesterdays cartoon for ndetails  xe2x80xa6,rt man hacks labourer burns yesterdays cartoon ndetails xexxa
1,rt  peaceful afrazul was angry because fascist sambhu dared to rescue a victim of love jihad from liberated land of malda peacxe2x80xa6,rt peaceful afrazul angry fascist sambhu dared rescue victim love jihad liberated land malda peacxexxa
1,rt    never in history india has been so regressive only  bigots bjp politicians can practice love jihadxe2x80xa6,rt never history india regressive bigots bjp politicians practice love jihadxexxa
0,kya pagal aadmi hai yeh,kya pagal aadmi hai yeh
0,rt  sos  please help minor girl xe2x80x9ctanvi sachdevaxe2x80x9d height 5ft7xe2x80x9d age 14 yrs kidnapped under police station sahibaxe2x80xa6,rt sos please help minor girl xexxctanvi sachdevaxexxd height ftxexxd age yrs kidnapped police station sahibaxexxa
0,rt  a girl from haridwar was trapped by a married muslim man from muzaffarnagar pretending to be a hindu when girl found out sxe2x80xa6,rt girl haridwar trapped married muslim man muzaffarnagar pretending hindu girl found sxexxa
0,rt  1 we talk about awareness and population control we ban condom ads n2 we talk about security and safer environment forxe2x80xa6,rt talk awareness population control ban condom ads n talk security safer environment forxexxa
1,rt  xf0x9fx86x98xe2x80xbcxefxb8x8fxf0x9fx98xacxf0x9fx94xa5 germany such guys are sent to merkelland to do sex jihad its called in arabic jihad alnikah this stupid gexe2x80xa6,rt xfxfxxxexxbcxefxbxfxfxfxxacxfxfxxa germany guys sent merkelland sex jihad called arabic jihad alnikah stupid gexexxa
0,rt  1we talk about awareness and population control we ban condom ads 2we talk about security and safer environment for womenxe2x80xa6,rt talk awareness population control ban condom ads talk security safer environment womenxexxa
0,rt  interesting to note that even when  points out that the pm is silent on issues like the rajasthan love jihad shxe2x80xa6,rt interesting note even points pm silent issues like rajasthan love jihad shxexxa
0,rt  muslim labourer in rajasthan hacked and burnt to death killer records crime and sends lovejihad warning nwatch newstoxe2x80xa6,rt muslim labourer rajasthan hacked burnt death killer records crime sends lovejihad warning nwatch newstoxexxa
0,what kind of a sick mind you have that you think in such a communal mxe2x80xa6,kind sick mind think communal mxexxa
0,shame on us  there should be other way to stop love jihadthis is really very bad,shame us way stop love jihadthis really bad
0,mr  in the case of,mr case
0,rt   sir 1 love jihaad to aur bantaa hai xf0x9fx98x89xf0x9fx92x90xf0x9fx92x90xf0x9fx92x90xf0x9fx92x90nn happybirthdaydilipkumar,rt sir love jihaad aur bantaa hai xfxfxxxfxfxxxfxfxxxfxfxxxfxfxxnn happybirthdaydilipkumar
0,i dont know about islaam because i m axe2x80xa6,dont know islaam axexxa
0,it was great witnessing you at jashnerekhta and your love jihaad  explaination smashing conservatxe2x80xa6,great witnessing jashnerekhta love jihaad explaination smashing conservatxexxa
1,namste raam raam saye sab hua kyu bataye kyunki love jihaad ho raha hai isliye na ho raha hai toh isxe2x80xa6,namste raam raam saye sab hua kyu bataye kyunki love jihaad ho raha hai isliye na ho raha hai toh isxexxa
1,when sagarize ghatge does it for zahir khan it is loving jihad pnwhen hadiya does it its love jihaad noksaar,sagarize ghatge zahir khan loving jihad pnwhen hadiya love jihaad noksaar
0,love jihaad  xf0x9fx98x82xf0x9fx98x82xf0x9fx98x82xf0x9fx98x82xf0x9fx98x82,love jihaad xfxfxxxfxfxxxfxfxxxfxfxxxfxfxx
0,all reports point to 2 facts  1the killing was motivated by perxe2x80xa6,reports point facts killing motivated perxexxa
0,mera bharat mahan pls can v come out of india pakistan mandir masjid shamshaan kabristhan mera baap tera baap stxe2x80xa6,mera bharat mahan pls v come india pakistan mandir masjid shamshaan kabristhan mera baap tera baap stxexxa
0,love is blind mere dost hahaha,love blind mere dost hahaha
0,rt   due to xe2x80x98love jihaadxe2x80x99 or lovetriangle that person was murdered and you are rewarding his family with moneyxe2x80xa6,rt due xexxlove jihaadxexx lovetriangle person murdered rewarding family moneyxexxa
0,love jihaad rajasthan humanity killer  via  lovejehad lovejehadcase,love jihaad rajasthan humanity killer via lovejehad lovejehadcase
1,maybe he was trying reverse love jihaad,maybe trying reverse love jihaad
0,look at the raising number of rape love jihaad molestation on women now a days dont blame men alone remember pink movie,look raising number rape love jihaad molestation women days dont blame men alone remember pink movie
0,i guess yahi sahi hai,guess yahi sahi hai
0,a number of hindus in love jihaad married muslim girls how many did the terrorist kill,number hindus love jihaad married muslim girls many terrorist kill
0,sir 1 love jihaad to aur bantaa hai xf0x9fx98x89xf0x9fx92x90xf0x9fx92x90xf0x9fx92x90xf0x9fx92x90nn happybirthdaydilipkumar,sir love jihaad aur bantaa hai xfxfxxxfxfxxxfxfxxxfxfxxxfxfxxnn happybirthdaydilipkumar
0,i take back my condemnation of the murder  i saw the video again and laal was very disturbed byxe2x80xa6,take back condemnation murder saw video laal disturbed byxexxa
1,omgxf0x9fx98xb1love jihaad xf0x9fx98x82,omgxfxfxxblove jihaad xfxfxx
0,mera ye kehna hai aur sochna bhi hai ki aam aadmi party  aapek behtreen sarkaar hai na hindu na muslimxe2x80xa6,mera ye kehna hai aur sochna bhi hai ki aam aadmi party aapek behtreen sarkaar hai na hindu na muslimxexxa
0,rt   lovejihaad acceptablenprem vivaahatrocity on poor minority girl,rt lovejihaad acceptablenprem vivaahatrocity poor minority girl
1,love jihaadgot its answer,love jihaadgot answer
0,due to xe2x80x98love jihaadxe2x80x99 or lovetriangle that person was murdered and you are rewarding his family with money and govtjob,due xexxlove jihaadxexx lovetriangle person murdered rewarding family money govtjob
1,love jihaad chutiya musalmaan ka baap,love jihaad chutiya musalmaan ka baap
1,is love jihaad is correct,love jihaad correct
1,neta ji reverse love jihaad ka kuch intazaam krwa dijiye,neta ji reverse love jihaad ka kuch intazaam krwa dijiye
0,have you seen the result  actually its not you problem because you r a victim of love jihxe2x80xa6,seen result actually problem r victim love jihxexxa
0,sira person doesnt kills a hindu or a muslimhe kills love and humanitynyoxe2x80xa6,sira person doesnt kills hindu muslimhe kills love humanitynyoxexxa
1,lovejihaad or violence mob thrashes muslim man for living with girl of different community  via,lovejihaad violence mob thrashes muslim man living girl different community via
0,rt   a number of hindus in love jihaad married muslim girls how many did the terrorist kill,rt number hindus love jihaad married muslim girls many terrorist kill
1,happy birthday shahnawaz ji pure example of love jihaad,happy birthday shahnawaz ji pure example love jihaad
1,it means you too are going to contribute to the bjp sponsored non sense topics of hidu  muslim  kashmir  pakistaxe2x80xa6,means going contribute bjp sponsored non sense topics hidu muslim kashmir pakistaxexxa
0,no love jihaad now xf0x9fx92x90,love jihaad xfxfxx
1,love jihaad ke baad kiss jihaad,love jihaad ke baad kiss jihaad
1,aajki nasamaj hindu ladki kalki love jihaad ka shikar hai,aajki nasamaj hindu ladki kalki love jihaad ka shikar hai
0,their propertytheir call nonveg islamist practicesdr cud be n no of reasons  u showixe2x80xa6,propertytheir call nonveg islamist practicesdr cud n reasons u showixexxa
1,rt  lovejihaad or violence mob thrashes muslim man for living with girl of different community  vixe2x80xa6,rt lovejihaad violence mob thrashes muslim man living girl different community vixexxa
1,love jihaad rajasthan humanity killern lovejihad lovejehadcase lovejehad,love jihaad rajasthan humanity killern lovejihad lovejehadcase lovejehad
0,jo rajshthan me huva h vo bohot hi shrm naak hlove jihaad ka naam leke kisi bujurg insaan ko marna kahan ka inxe2x80xa6,jo rajshthan huva h vo bohot hi shrm naak hlove jihaad ka naam leke kisi bujurg insaan ko marna kahan ka inxexxa
1,dalaal media  what written on ur passportnnhindu or indiannnwhy spreading hatred against muslim inxe2x80xa6,dalaal media written ur passportnnhindu indiannnwhy spreading hatred muslim inxexxa
0,similarly afrazul was killed on the name of love jihaadhe was a fathera husbxe2x80xa6,similarly afrazul killed name love jihaadhe fathera husbxexxa
1,i really love being a mom  jihaad brings me so much joy xf0x9fx92x99,really love mom jihaad brings much joy xfxfxx
0,love jihaad se upar utho,love jihaad se upar utho
1,hahahha bhai great reverse love jihaad,hahahha bhai great reverse love jihaad
0,these are the only issues in gujrat mandir pakistan love jihaad  sergical strike etc etcwhere is guxe2x80xa6,issues gujrat mandir pakistan love jihaad sergical strike etc etcwhere guxexxa
1,aur kro love jihaad,aur kro love jihaad
0,i hate politics and those people who try to divide india in the name of religixe2x80xa6,hate politics people try divide india name religixexxa
0,dont bother love jihaad will still remain a myth and the community still persecutedncontrast thxe2x80xa6,dont bother love jihaad still remain myth community still persecutedncontrast thxexxa
0,rt  mera bharat mahan pls can v come out of india pakistan mandir masjid shamshaan kabristhan mera baap tera baap stop n think wxe2x80xa6,rt mera bharat mahan pls v come india pakistan mandir masjid shamshaan kabristhan mera baap tera baap stop n think wxexxa
0,amish ji kaha gya aaj apke love jihaad ka mudda,amish ji kaha gya aaj apke love jihaad ka mudda
1,tum sale love jihaad kya karoge har taraf raigar milenge ab ma chod denge tumharee,tum sale love jihaad kya karoge har taraf raigar milenge ab chod denge tumharee
0,propaganda who did about love jihaad should be punished by the supreme court of india,propaganda love jihaad punished supreme court india
1,u should understand that no one takes u seriously love jihaad k papa xf0x9fx91xb4,u understand one takes u seriously love jihaad k papa xfxfxxb
0,every muslims and islam love our hindu brothers what we dont have wife and childrens to do jihaad,every muslims islam love hindu brothers dont wife childrens jihaad
1,rt   sirji ap galat keh rhe ho yogdaan h kaise nhi atankwaad bhrashtachaar hindu muslim gai gau mutra loxe2x80xa6,rt sirji ap galat keh rhe ho yogdaan h kaise nhi atankwaad bhrashtachaar hindu muslim gai gau mutra loxexxa
0,mani shankar iyer and congi leaders will soon experience love jihaad,mani shankar iyer congi leaders soon experience love jihaad
1,jo log love jihaad pe hlla kiye h unko janna chahiye ki muqtaar abbas naqvishehnawaj hussain ki bivi kis dharm se h,jo log love jihaad pe hlla kiye h unko janna chahiye ki muqtaar abbas naqvishehnawaj hussain ki bivi kis dharm se h
0,sirji ap galat keh rhe ho yogdaan h kaise nhi atankwaad bhrashtachaar hindu muslim gai gau muxe2x80xa6,sirji ap galat keh rhe ho yogdaan h kaise nhi atankwaad bhrashtachaar hindu muslim gai gau muxexxa
0,topic hi kya h inke paashindumuslimindiapakmandirmasjidcowlovejihaadtriple talaqsurgical strikebssxe2x80xa6,topic hi kya h inke paashindumuslimindiapakmandirmasjidcowlovejihaadtriple talaqsurgical strikebssxexxa
0,love for jihaad vvv,love jihaad vvv
0,you wouldnt have to ask questions now hxe2x80xa6,wouldnt ask questions hxexxa
0,haha yesntriple talaaq challenges the very existence of indian state xf0x9fx98x81xf0x9fx98x81nive been asking thisxe2x80xa6,haha yesntriple talaaq challenges existence indian state xfxfxxxfxfxxnive asking thisxexxa
0,cong is against triple talaaq and halala practice  thanks   nn,cong triple talaaq halala practice thanks nn
0,girl is calling her parents bigots bcoz they  oppose lovejihad nand want to save her  fromn1 fgmn2burqan3triplexe2x80xa6,girl calling parents bigots bcoz oppose lovejihad nand want save fromn fgmnburqantriplexexxa
0,can you write about halala amp triple talaaq,write halala amp triple talaaq
0,its nothing to do with muslims man are too egoistic and forgot that god created woman as equal yeah situxe2x80xa6,nothing muslims man egoistic forgot god created woman equal yeah situxexxa
0,young voters want clarity of thoughts on employment generation linking of rivexe2x80xa6,young voters want clarity thoughts employment generation linking rivexexxa
0,rt  sad to see u see support  fgm halala triple talaaq amp lovejihad,rt sad see u see support fgm halala triple talaaq amp lovejihad
0,asma shams interview on zee news on triple talaaq  via,asma shams interview zee news triple talaaq via
0,in 21st century the rights which hindu women and daughters enjoy shouldnt muslims also enjoy this congress willxe2x80xa6,st century rights hindu women daughters enjoy shouldnt muslims also enjoy congress willxexxa
0,mr intelligentninfact this dahezwhich u call jahez is a muslim thingnur nikaah ixe2x80xa6,mr intelligentninfact dahezwhich u call jahez muslim thingnur nikaah ixexxa
0,but it is surprising that as a society we didnt debate adultery laws as we did on triple talaaq or wexe2x80xa6,surprising society didnt debate adultery laws triple talaaq wexexxa
0,rt  when rajiv gandhi was pm muslim women requested him for rights and to abolish triple talaaq initially he was positive bxe2x80xa6,rt rajiv gandhi pm muslim women requested rights abolish triple talaaq initially positive bxexxa
1,congexposedonayodhyanevery time kapil sibbal is defending the case against the society or against the hinduweathxe2x80xa6,congexposedonayodhyanevery time kapil sibbal defending case society hinduweathxexxa
0,rt  girl is calling her parents bigots bcoz they  oppose lovejihad nand want to save her  fromn1 fgmn2burqan3triple talaaqn4hxe2x80xa6,rt girl calling parents bigots bcoz oppose lovejihad nand want save fromn fgmnburqantriple talaaqnhxexxa
0,rt  in 21st century the rights which hindu women and daughters enjoy shouldnt muslims also enjoy this congress will neverxe2x80xa6,rt st century rights hindu women daughters enjoy shouldnt muslims also enjoy congress neverxexxa
0,rt  triple talaaq india considers jail for instant divorce,rt triple talaaq india considers jail instant divorce
0,yes it should be dropped completely it will be better if society will start talking on adultery lawsxe2x80xa6,yes dropped completely better society start talking adultery lawsxexxa
0,special muslim lawyer   rohingyas sunni waqf triple talaaq  and supporting bharat tere tukde hongxe2x80xa6,special muslim lawyer rohingyas sunni waqf triple talaaq supporting bharat tere tukde hongxexxa
0,which islamic practices of indian muslims pose a challenge to the indian state to justify their subjugation and dehxe2x80xa6,islamic practices indian muslims pose challenge indian state justify subjugation dehxexxa
0,sad to see u see support  fgm halala triple talaaq amp lovejihad,sad see u see support fgm halala triple talaaq amp lovejihad
0,so still sometime for a triple talaaq  halala amp four marriages  enjoy,still sometime triple talaaq halala amp four marriages enjoy
0,rt   its nothing to do with muslims man are too egoistic and forgot that god created woman as equal yeah situation axe2x80xa6,rt nothing muslims man egoistic forgot god created woman equal yeah situation axexxa
0,is right in calling proposed legislation on triple talaaq as arbitrary amp,right calling proposed legislation triple talaaq arbitrary amp
0,diwali is about light not noisenthe killing of goats on eid in name of sacrifice is questionednsatxe2x80xa6,diwali light noisenthe killing goats eid name sacrifice questionednsatxexxa
