Unique ID,Post,Labels Set,cleaned_text
1495,"मद ज गत क पलन कर रह हसब कछ बच रह ह क कय कई लकर आय ह कय ल जएगसमझ
",non-hostile,मद ज गत क पलन रह हसब कछ बच रह ह क कय कई लकर आय ह कय ल जएगसमझ
1496,"NCB क समन रय अपन ह झठ पर ऐस फस इन सवल पर सध चपप
Sushantsinghcase JusticeForSushant ",non-hostile,क समन रय अपन ह झठ ऐस फस इन सवल सध चपप
1497,"दलल म आज करन क 2312 नए ममल रपरट हए ह और 18 लग क मत हई ह रजधन म कल कस 177060 हए अब तक 4462 क मत


coronavirus ",non-hostile,दलल म आज करन क नए ममल रपरट हए ह लग क मत हई ह रजधन म कल कस हए अब क मत
1498,"मन ISIS क वरध करत कस मसलम क नह दख लकन

RSS क वरध करत लख हनदओ क दख ह 
ह  न सचन वल बत ","hate,offensive",मन क वरध करत कस मसलम क नह दख लकन क वरध करत लख हनदओ क दख ह ह न सचन वल बत
1499,"समजवद परट ससद शफकर रहमन बरक न मखयमतर यग क चटठ म कय लख  
   
",non-hostile,समजवद परट ससद शफकर रहमन बरक न मखयमतर यग क चटठ म कय लख
1500,"RT  BPCL क 4800 करमचर हडतल पर 24 घट कगनकगन करन वल मडय इनह कब दखएग
नजकरण क वरध म BPCL क क",offensive,क करमचर हडतल घट कगनकगन करन वल मडय इनह कब दखएग नजकरण क वरध म क क
1501,"RT  गर लकश क घर जकर गल मरन वल क खलफ इतन जच कय नह हई
RheaArrested",offensive,गर लकश क घर जकर गल मरन वल क खलफ इतन जच कय नह हई
1502,"लखनऊ हईव पर खई म गर बकब सकरपय तन लग क मत चर घयल

",non-hostile,लखनऊ हईव खई म गर बकब सकरपय तन लग क मत चर घयल
1503,"भरत रतन और परव रषटरपत परणब मखरज क द ज रह ह अतम वदई
PranabMukherjee ",non-hostile,भरत रतन परव रषटरपत परणब मखरज क द ज रह ह अतम वदई
1504,कतर क पहल क बद भ खड स लटन वल मजदर भरत क लए कतन बड चनत ,non-hostile,कतर क पहल क बद भ खड स लटन वल मजदर भरत क लए कतन बड चनत
1505,"अगर आप तनव जस समसय स जझ रह ह त य खस परणयम जरर कर

Yoga 

",non-hostile,अगर आप तनव जस समसय स जझ रह ह त य खस परणयम जरर
1506,भईय MP क रतलम जल क जवर शहर स बचच पकङन वल 25 आदमय क गग क पकङ गय ह  सवधन मधयपरदश म 500 स 2000 लग क अलग अलग रहगय मसलम क टल आई ह उनक सथ महलए और उनक पस हथयर भ ह और व 17 य 18 सल तक क लड़क क पकड़ क ल जत ह सकल क आस पस स  भपल पलस CSP,fake,भईय क रतलम जल क जवर शहर स बचच पकङन वल आदमय क गग क पकङ गय ह सवधन मधयपरदश म स लग क अलग अलग रहगय मसलम क टल आई ह उनक सथ महलए उनक पस हथयर भ ह व य सल क लड़क क पकड़ क ल जत ह सकल क आस पस स भपल पलस
1507,"   शर और ज लगन पसद नहल चपपल द चपपल ह पसद ह कय 
कहवत ह क कतत क घ हजम नह हत ",offensive,शर ज लगन पसद नहल चपपल द चपपल ह पसद ह कय कहवत ह क कतत क घ हजम नह हत
1508,"दलल परव रषटरपत परणब मखरज क उनक आवस पर शरदधजल दन पहच परधनमतर नरदर मद दखए रपबलक भरत पर LIVE   


YouTube live TV
 ",non-hostile,दलल परव रषटरपत परणब मखरज क उनक आवस शरदधजल दन पहच परधनमतर नरदर मद दखए रपबलक भरत
1509,"बदल गय Vodafone idea क नम अब  Vi क नम स जन जएग कपन
vodafoneidea
",non-hostile,बदल गय क नम अब क नम स जन जएग कपन
1510,"रयबरल हरदई जल क बकपर म ठकदर क बट क अपहरण कर भग रह आरपय क ऊचहर पलस न चकग क दरन कय गरफतर अपहरण हन वल यवक सकशल बरमद7 लग गरफतर सवफट गड बरमद 

सरवपरय_यगज",offensive,रयबरल हरदई जल क बकपर म ठकदर क बट क अपहरण भग रह आरपय क ऊचहर पलस न चकग क दरन कय गरफतर अपहरण हन वल यवक सकशल बरमद लग गरफतर सवफट गड बरमद सरवपरययगज
1511,"गल खकर 

एक क मह स नकल रम
दसर क मह स नकल मओ
लकन तसर क मह स नकल आल

पसटमरटम क रपरट ह
क पहल द क पट 
भर हए थ

 सरवशवर दयल सकसन",hate,गल खकर क मह स नकल रम दसर क मह स नकल मओ लकन तसर क मह स नकल आल पसटमरटम क रपरट ह क पहल द क पट भर हए थ सरवशवर दयल सकसन
1512,"KanganaRanaut पर दलप तहल क नशन   दसर क जज करन स पहल खद क डरग टसट करवए  

",non-hostile,दलप तहल क नशन दसर क जज करन स पहल खद क डरग टसट करवए
1513,"Positive India जन IIT मबई क इस कटग तकनक स कस कम हग करन क खतर

 


",non-hostile,जन मबई क कटग तकनक स कस कम हग करन क खतर
1514,   कपय सजञन म लकर आवशयक मदद कर,non-hostile,कपय सजञन म लकर आवशयक मदद
1515,  अगर लखन ह  लख उस कतय क आख क बर म जसक पलल क धड सडक स गजर रह टयर म थडथड चपक चपक कर सफ ह रह ह लख उस शरमद हजड क नक क पसन क बर म ज सब कछ हन चहत ह सवय एक हजड क ,hate,अगर लखन ह लख उस कतय क आख क बर म जसक पलल क धड सडक स गजर रह टयर म थडथड चपक चपक सफ ह रह ह लख उस शरमद हजड क नक क पसन क बर म ज सब कछ हन चहत ह सवय हजड क
1516,"RT  अगर आप हथ पर हथ रखकर अचछ दन क इतजर कर रह ह

त अचछ दन भ टग पर टग रखकर भजप सरकर जन क इतजर कर रह",hate,अगर आप हथ हथ रखकर अचछ दन क इतजर रह ह त अचछ दन भ टग टग रखकर भजप सरकर जन क इतजर रह
1517,नयज अपडट  बतय ज रह ह क य हमल कस नकल चज स कय गय ह,non-hostile,नयज अपडट बतय ज रह ह क य हमल कस नकल चज स कय गय ह
1518,लकडउन पएम मदर शश यजन सकलरशप 2020,fake,लकडउन पएम मदर शश यजन सकलरशप
1519,इस वडओ क पर हनदसतन और दनय क  कन कन तक कस भ जरय स पहचन म अपन हक अद कर  मन कर दय और आप सच भ नह सकत ज क आप कतन बड कम कर रह ह य वडय भरत बगल दश बरडर क पस क ह,"defamation,fake",वडओ क हनदसतन दनय क कन कन कस भ जरय स पहचन म अपन हक अद मन दय आप सच भ नह सकत ज क आप कतन बड कम रह ह य वडय भरत बगल दश बरडर क पस क ह
1520,आज क रत उन तमम अफसर क नम जनक रय जस बट हग लकन उनह एक मसम क फसन म शरम महसस नह हत ,offensive,आज क रत उन तमम अफसर क नम जनक रय जस बट हग लकन उनह मसम क फसन म शरम महसस नह हत
1521,"जनकर क मतबक रजयसभ उपसभपत क चनव 14 सतबर क दपहर तन बज हग


",non-hostile,जनकर क मतबक रजयसभ उपसभपत क चनव सतबर क दपहर तन बज हग
1522," हमसब क शषण करन क लए गलत शकष द गई ह
धयनवध करक हश बढय
ओश अषटवक महगत क परवचन पढसनसमझ
फर दख
आसपसदशदनयसमज
परवरदसतरशतदरबब
पडसरजनतसरकर वभग म
कमनमककरचलकरशवतखर
बलतकरदशदरह भर ह
जग","defamation,hate",हमसब क शषण करन क लए गलत शकष द गई ह धयनवध करक हश बढय ओश अषटवक महगत क परवचन पढसनसमझ फर दख आसपसदशदनयसमज परवरदसतरशतदरबब पडसरजनतसरकर वभग म कमनमककरचलकरशवतखर बलतकरदशदरह भर ह जग
1523,"उननव करकट मच क दरन झडप मदरस क बचच क आरप जय शर रम नह कहन पर पट

",non-hostile,उननव करकट मच क दरन झडप मदरस क बचच क आरप जय शर रम नह कहन पट
1524,"परव परधनमतर मनमहन सह क समरपत एक अनपचरक फसबक फन पज न शनवर क परधनमतर नरदर मद
मलल मद


",fake,परव परधनमतर मनमहन सह क समरपत अनपचरक फसबक फन पज न शनवर क परधनमतर नरदर मद मलल मद
1525,अमतभ बचचन न असपतल क बर म तरफ क टवट कए,fake,अमतभ बचचन न असपतल क बर म तरफ क टवट कए
1526,"यप परयक गध बल दलत उतपडन क ममल म कररवई कर और जवब द सरकर

PriyankaGandhi YogiAdityanath 

",non-hostile,यप परयक गध बल दलत उतपडन क ममल म कररवई जवब द सरकर
1527,आचरय चणकय कहत ह क इसन क तब तक परयस करत रहन चहएजब तक सफलत परपत न ह जए,defamation,आचरय चणकय कहत ह क इसन क तब परयस करत रहन चहएजब सफलत परपत न ह जए
1528,"य लग IASIPS जस उचच पद पर हग 
त दश क कय हग सच ह आपन",offensive,य लग जस उचच पद हग त दश क कय हग सच ह आपन
1529,"ReportForSSR  डरगस पडलर क सथ आपक कय सबध ह  लखक सभरषठ न रजनतक वशलषक अजय अरड स कह  

दखए पछत ह भरत अरनब क सथ रपबलक भरत पर LIVE   ",non-hostile,डरगस पडलर क सथ आपक कय सबध ह लखक सभरषठ न रजनतक वशलषक अजय अरड स कह दखए पछत ह भरत अरनब क सथ रपबलक भरत
1530,"बरहमण क लडक भ चकन डनर चकन डनर करन लग थ 
इसलए धरम क बचन क लए मद ज न pubgban कय ",defamation,बरहमण क लडक भ चकन डनर चकन डनर करन लग थ इसलए धरम क बचन क लए मद ज न कय
1531,"रजकय सममन क सथ हआ परव रषटरपत परणब मखरज क अतम ससकर पचततव म वलन
PranabMukherjee PranabMukherjeeRIP 
",non-hostile,रजकय सममन क सथ हआ परव रषटरपत परणब मखरज क अतम ससकर पचततव म वलन
1532,"डग क खलफ इस जग म आप भ जरर शमल ह और दलल क डग मकत बनन म सहयग कर

10Hafte10Baje10Minute ",non-hostile,डग क खलफ जग म आप भ जरर शमल ह दलल क डग मकत बनन म सहयग
1533,"महरषटर म कय ह रह ह य त मझ नह पत पर ह य जरर पत ह वह अब हदतव खतर म ह शवसन और उदधव ठकर न हदतव स समझत कर लय ह 
भगवन उदधव क सदबदध परदन कर","defamation,hate",महरषटर म कय ह रह ह य त मझ नह पत ह य जरर पत ह वह अब हदतव खतर म ह शवसन उदधव ठकर न हदतव स समझत लय ह भगवन उदधव क सदबदध परदन
1534,"जब GDP ऊपर थ त चमच क 200 वल दल खन थ 

अब दल 60 स 70 ह त अब इनक GDP खन ह 
चतय सल",offensive,ऊपर थ त चमच क वल दल खन थ अब दल स ह त अब इनक खन ह चतय सल
1535,"Kanpur परइवट हसपटल क मनमन पर सखत DM कररवई क द चतवन ABPGanga
",non-hostile,परइवट हसपटल क मनमन सखत कररवई क द चतवन
1536,"कय अधक मतर म सनटइजर क परयग हनकरक ह सकत ह 

IndiaFightsCorona  COVID19 

     ",non-hostile,कय अधक मतर म सनटइजर क परयग हनकरक ह सकत ह
1537,"मसलमन न गय क मह म बम फड़ दय और उस मरन क हलत म छड़ गए

सथनय मसलमन न एक गय क बम खलय थ और वसफट हन क करण इस गय क जबड़ उड़ गय थ 

",fake,मसलमन न गय क मह म बम फड़ दय उस मरन क हलत म छड़ गए सथनय मसलमन न गय क बम खलय थ वसफट हन क करण गय क जबड़ उड़ गय थ
1538,"मझ क परट क परवकत न चरग पर सध नशन कह कटटई लगकर दलत हन क ढग कय कर रह

 क रपरट
 
",non-hostile,मझ क परट क परवकत न चरग सध नशन कह कटटई लगकर दलत हन क ढग कय रह क रपरट
1539, परकत और ससकत क बचन ह त इसलमक कटट रपथ वचरधर क उखडन पडग कयक इस सच न कशमर ज,hate,परकत ससकत क बचन ह त इसलमक कटट रपथ वचरधर क उखडन पडग कयक सच न कशमर ज
1540,  दलल म मसलमन क दलत क बवकफ बनकर वट लट लय आर एस एस क कचछ स नकल मल नह समझ पय मसलमन और दलत,"defamation,offensive",दलल म मसलमन क दलत क बवकफ बनकर वट लट लय आर एस एस क कचछ स नकल मल नह समझ पय मसलमन दलत
1541,परव म करयरत करयदय ससथ GVK EMRI दवर वरष 201920 हत उपलबध करए गए बल क जनपद सतर पर परण सतयपन करत हय कबनट नरणय क उपरनत  करमक क मनदय क भगतन करयदय ससथ क दनक 20082020 क 63675185 क धनरश क अतरण कय गय ह,non-hostile,परव म करयरत करयदय ससथ दवर वरष हत उपलबध करए गए बल क जनपद सतर परण सतयपन करत हय कबनट नरणय क उपरनत करमक क मनदय क भगतन करयदय ससथ क दनक क क धनरश क अतरण कय गय ह
1542,रहल न एकटर सशत सह रजपत क करकटर कह ह,fake,रहल न एकटर सशत सह रजपत क करकटर कह ह
1543,भजप क फलय अधवशवस और शचलय पर भगव कलर क करण लग समझ ह नह पत ह कन स शचलय ह और कन स दवलय ह लग शचलय क भ दवलय समझ कर भकत पज करन लग जत ह भजप क फरज दश भकत और फरज दव भकत क करण दश और दव दन क घर अपमन ह रह ह हनद समझ,offensive,भजप क फलय अधवशवस शचलय भगव कलर क करण लग समझ ह नह पत ह कन स शचलय ह कन स दवलय ह लग शचलय क भ दवलय समझ भकत पज करन लग जत ह भजप क फरज दश भकत फरज दव भकत क करण दश दव दन क घर अपमन ह रह ह हनद समझ
1544,"नरबज क बच महलओ सहत हजर समरथक क सथ बजप क अनतनग ससदय कषतर क उममदवर शर सफ यसफ न अनतनग म नमकन पतर फ़इल कय

",fake,नरबज क बच महलओ सहत हजर समरथक क सथ बजप क अनतनग ससदय कषतर क उममदवर शर सफ यसफ न अनतनग म नमकन पतर फ़इल कय
1545,"RT  सर खल एकदम सफ ह 
GDP बस GRAVITY क वजह स नच गर रह ह 

 मद ज क कई गलत नह ह इसम  सच बत द",hate,सर खल एकदम सफ ह बस क वजह स नच गर रह ह मद ज क कई गलत नह ह इसम सच बत द
1546,"रषटरय सयजक  ज क आवहन पर सगरल क गरमण कषतर म मसक वतरण कर गरमवसय क ऑकसजन चक कय गय
    ",non-hostile,रषटरय सयजक ज क आवहन सगरल क गरमण कषतर म मसक वतरण गरमवसय क ऑकसजन चक कय गय
1547,"मन अपन मतर स पछ अगर उनक नव क एक आवज म कई हजर लग इकटठ ह सकत ह त आपन हद कय इकटठ नह ह सकत त उसन बड पयर जबब दय व बल एक हनद दसर हनद क फल नह कर प रह ह
और आप इकटठ हन क बत कर रह ह फल करक कमट म जय शर रम लख",offensive,मन अपन मतर स पछ अगर उनक नव क आवज म कई हजर लग इकटठ ह सकत ह त आपन हद कय इकटठ नह ह सकत त उसन बड पयर जबब दय व बल हनद दसर हनद क फल नह प रह ह आप इकटठ हन क बत रह ह फल करक कमट म जय शर रम लख
1548,पथव क पहल तसवर चदरयन 2 दवर भज गई  आख क मनमहक लगन वल दशय,fake,पथव क पहल तसवर चदरयन दवर भज गई आख क मनमहक लगन वल दशय
1549,"कगन न मबई क तलन PoK पकसतन अधकत कशमर स कर द ह इसक बद लग कगन क खरखट सन रह ह 
",non-hostile,कगन न मबई क तलन पकसतन अधकत कशमर स द ह इसक बद लग कगन क खरखट सन रह ह
1550,"दलल क हर महलल म महलल कलनक बनउततरखड क हर गव म भ कलनक बन सकत हतब लग क अपन गव म ह सवसथ सवए मलन लगग

हमन दलल म कह थ क हर महलल म कलनक बनएगलग न वशवस नह कयउततरखड क हर गव म भ य ह सकत ह ",non-hostile,दलल क हर महलल म महलल कलनक बनउततरखड क हर गव म भ कलनक बन सकत हतब लग क अपन गव म ह सवसथ सवए मलन लगग हमन दलल म कह थ क हर महलल म कलनक बनएगलग न वशवस नह कयउततरखड क हर गव म भ य ह सकत ह
1551,कमन औरत य लहर नह हय चन क और तर जस कमन क जह स नकल ह वह ,offensive,कमन औरत य लहर नह हय चन क तर जस कमन क जह स नकल ह वह
1552,"दवगत अभनत सशत सह रजपत क ससइड क लकर बजप वधयक नद कशर गरजर न गहमतर अमत शह क पतर लखकर सबआई जच क मग क ह 

SushantSingh 
SushantSinghRajpoot 

",non-hostile,दवगत अभनत सशत सह रजपत क ससइड क लकर बजप वधयक नद कशर गरजर न गहमतर अमत शह क पतर लखकर सबआई जच क मग क ह
1553, चप सल दख नह रह ह क म रवरस गयर लग रय ह ,offensive,चप सल दख नह रह ह क म रवरस गयर लग रय ह
1554,"UPMP म बरश स आफत कई इलक म जल भरव स जन जवन पर तरह असत वयसत

rain 

",non-hostile,म बरश स आफत कई इलक म जल भरव स जन जवन तरह असत वयसत
1555,"सकल व कलज अब नह खलग  2021 म खल सकत ह सकल व कलज  बड़ खबर  2 हफत म 97 हज़र वदयरथ सकरमत हए    कदरय शकष वभग  

",fake,सकल व कलज अब नह खलग म खल सकत ह सकल व कलज बड़ खबर हफत म हज़र वदयरथ सकरमत हए कदरय शकष वभग
1556,"बरकग नयज 

मह नलयक हचचन सहब न कह म कछ नह बलग मर मह म बवसर ह ",defamation,बरकग नयज मह नलयक हचचन सहब न कह म कछ नह बलग मर मह म बवसर ह
1557,"शरलक वसफट क सबस छट शकर और शरलक वसफट क सबस छट शहद

",fake,शरलक वसफट क सबस छट शकर शरलक वसफट क सबस छट शहद
1558,बशयओ क सथ भदभव कय कछ पर पलस क रड मर जत ह त कछ क y शरण क स,offensive,बशयओ क सथ भदभव कय कछ पलस क रड मर जत ह त कछ क शरण क स
1559,अनलक4 म रलव चल सकत ह 100 नई टरन इन रट पर रलव क रहग खस धयन ,non-hostile,अनलक म रलव चल सकत ह नई टरन इन रट रलव क रहग खस धयन
1560,"टरस मदर नहकलकतत क पशच भपल गस तरसद क समरथन करड रपय क हरफर

ज सत जत ज खद क बमर ठक नह कर पई उस सत मनत हअगर इतन ह चमतकर थ त खद क बच लत

य सत ह कन कहत सत ह य सरफ कगरस क चल ह",hate,टरस मदर नहकलकतत क पशच भपल गस तरसद क समरथन करड रपय क हरफर ज सत जत ज खद क बमर ठक नह पई उस सत मनत हअगर इतन ह चमतकर थ त खद क बच लत य सत ह कन कहत सत ह य सरफ कगरस क चल ह
1561,Kanpur नबलक कशर पर पलस न दखई खक क धस अभदरतकर पलस न क बदजबन दबग न घर म घसकर कय थ कशर स क रप क परयस कशर क ऊपर दबग न फक थ शरब FIR क जगह दरग क बदजबन कर कह मर सथ जप म बठ पर कनपर घमत ह ,non-hostile,नबलक कशर पलस न दखई खक क धस अभदरतकर पलस न क बदजबन दबग न घर म घसकर कय थ कशर स क रप क परयस कशर क ऊपर दबग न फक थ शरब क जगह दरग क बदजबन कह मर सथ जप म बठ कनपर घमत ह
1562,परदश क सभ परमख करयलय परतषठन तथ औदयगक इकइय म कल 62901 हलप डसक सथपत कए गए ह करयलयपरतषठन म आन वल क पलस ऑकसमटर तथ थरममटर क मधयम स पररमभक जच क जत ह ACS चकतस एव सवसथय शर अमत महन परसद ज,non-hostile,परदश क सभ परमख करयलय परतषठन तथ औदयगक इकइय म कल हलप डसक सथपत कए गए ह करयलयपरतषठन म आन वल क पलस ऑकसमटर तथ थरममटर क मधयम स पररमभक जच क जत ह चकतस एव सवसथय शर अमत महन परसद ज
1563,  सल आईड ह फरज नम स चल रह ह य कई दलल चल रह ह,"defamation,offensive",सल आईड ह फरज नम स चल रह ह य कई दलल चल रह ह
1564,मतरलय म लखत परतयगतए अरथत i हद नबध लखन और ii हद टपपण एव पररपण लखन रजपतरत वरग अरजपतरत वरग तथ अनय भषभष वरग क लए अलगअलग आयजत क जएग 23,non-hostile,मतरलय म लखत परतयगतए अरथत हद नबध लखन हद टपपण एव पररपण लखन रजपतरत वरग अरजपतरत वरग तथ अनय भषभष वरग क लए अलगअलग आयजत क जएग
1565,"पलस दवर चलन कटन पर मसलमन न उनक पटई क
य त वकई कनन क चनत द रह ह
कय कनन इतन कमजर ह क पलस वल कछ करवई नह कर सकत
आप त ससद ह फर आवज कय नह उठ रह ह",hate,पलस दवर चलन कटन मसलमन न उनक पटई क य त वकई कनन क चनत द रह ह कय कनन इतन कमजर ह क पलस वल कछ करवई नह सकत आप त ससद ह फर आवज कय नह उठ रह ह
1566, कतत कमन सअर क पलल ह,"hate,offensive",कतत कमन सअर क पलल ह
1567,कसन क दगण आय  वल डयलग शयद यह दखकर उठय थ कय,"defamation,offensive",कसन क दगण आय वल डयलग शयद दखकर उठय थ कय
1568,"सनचद क कमत म गरवट अमरक फड क नतय स रट म हग उठपटक
 via  
gold silver silverprice Goldprice ",non-hostile,सनचद क कमत म गरवट अमरक फड क नतय स रट म हग उठपटक
1569," रहल गध  Maa म अगल 4 सल कय करग 

सनय गध  बट TV रचरज कर दय ह बठकर छट भम दख","defamation,hate",रहल गध म अगल सल कय करग सनय गध बट रचरज दय ह बठकर छट भम दख
1570,"धर 370 हटन क बद हमर कशमर भई बहन म खश क लहर  दरशय ज रह ह क कशमर म अनचछद 370 क नरसत हन पर महल कफ़ ख़शनम ह 

",fake,धर हटन क बद हमर कशमर भई बहन म खश क लहर दरशय ज रह ह क कशमर म अनचछद क नरसत हन महल कफ़ ख़शनम ह
1571,सचर और सचन परदयगक मतर न फसबक क दश वशष समदयक दशनरदश जर करन क लए पतर लख ,non-hostile,सचर सचन परदयगक मतर न फसबक क दश वशष समदयक दशनरदश जर करन क लए पतर लख
1572,"YouTube पर 5 करड स अधक बर दख ज चक ह नरहआ और आमरपल दब क य भजपर गन

",non-hostile,करड स अधक बर दख ज चक ह नरहआ आमरपल दब क य भजपर गन
1573,शहनबगजमय क RSS दवर शटग रज घषत कर दन चहएजस सघ क इकष ह रह ह गलय चलकर ज रह हदश क बहतरन दलल पलस क भमक नभ रह हमटरलकल रलव सटशनबस अडडपर इतन सरकष क बद भ सघ तमच लकर घम रह ह,"fake,hate",शहनबगजमय क दवर शटग रज घषत दन चहएजस सघ क इकष ह रह ह गलय चलकर ज रह हदश क बहतरन दलल पलस क भमक नभ रह हमटरलकल रलव सटशनबस अडडपर इतन सरकष क बद भ सघ तमच लकर घम रह ह
1574,"खशखबर
बबर मसजद क खलफ गलत फसल सनन वल दलल
जज रजन गगई क भ करन ह गय ह
 उसक घर म दर ह अधर नह ",fake,खशखबर बबर मसजद क खलफ गलत फसल सनन वल दलल जज रजन गगई क भ करन ह गय ह उसक घर म दर ह अधर नह
1575,"Earthquake In Palghar महरषटर क पलघर म भकप क झटक
earthquake 
",non-hostile,महरषटर क पलघर म भकप क झटक
1576,"आदरणय PM शर  ज दवर 21व सद क टकस ससटम क नई वयवसथ Transparent TaxationHonouring The Honest क लकरपण कय गय ह

यह नई वयवसथ दश क ईमनदर करदतओ क जवन क आसन बनएग

इस अभनव परयस हत परधनमतर ज क आभर
HonoringTheHonest",non-hostile,आदरणय शर ज दवर व सद क टकस ससटम क नई वयवसथ क लकरपण कय गय ह नई वयवसथ दश क ईमनदर करदतओ क जवन क आसन बनएग अभनव परयस हत परधनमतर ज क आभर
1577,"CMYogi क Ayodhya क वशव सतर क वकसत शहर बनन क पलन ABPGanga
",non-hostile,क क वशव सतर क वकसत शहर बनन क पलन
1578,"इन 6 रजय म ह करन क सबस जयद ममल दखए लसट


CoronavirusOutbreak CoronaUpdates ",non-hostile,इन रजय म ह करन क सबस जयद ममल दखए लसट
1579, य सल दगल अनरग  कसयप रसट करन चहए असरफ भटट क,offensive,य सल दगल अनरग कसयप रसट करन चहए असरफ भटट क
1580, अर इडय टड वल तमक और इसक कय पत ह खत क बर म जस कम क बर म पत न ह उसक बर म बत नह करन चहए यह त पर भरत क बवकफ बनकर लट लय  लट क अपन  मतर उदयगपत क मलमल कय अपन लग  स बक क लटवकर वदश म शफट कय गददर ह,"defamation,hate",अर इडय टड वल तमक इसक कय पत ह खत क बर म जस कम क बर म पत न ह उसक बर म बत नह करन चहए त भरत क बवकफ बनकर लट लय लट क अपन मतर उदयगपत क मलमल कय अपन लग स बक क लटवकर वदश म शफट कय गददर ह
1581,"सफ अल खन क इस हरर कमड पर फर शर हआ कम इस बर अरजन कपर सधग बकस ऑफस पर नशन
 BhootPolice SaifAliKhan 
 
",non-hostile,सफ अल खन क हरर कमड फर शर हआ कम बर अरजन कपर सधग बकस ऑफस नशन
1582,"एक चमच न पपप स फरयद क GDP त गर गय अपन औकत रट त बत द  

पपप न कह नह पगल तम लग खनदन गलम हGDP स कय लनदन औकत त 2 कड क ह ह",defamation,चमच न पपप स फरयद क त गर गय अपन औकत रट त बत द पपप न कह नह पगल तम लग खनदन गलम ह स कय लनदन औकत त कड क ह ह
1583,अगर postpone नह हआ त 2M dislike पहच दग शत स समझ जओ,hate,अगर नह हआ त पहच दग शत स समझ जओ
1584,"करनटक म raichoor रड क चड करन क परकरय म एक मसजद क नच दब परचन मदर मल थ न जन और कतन मदर दब दए गए थ  मसलमन आकरमणकरय क दवर लकन हमर दश क कछ लबरल हद भ बबर और औरगजब क अपन बप मनत ह हरमजद 

",fake,करनटक म रड क चड करन क परकरय म मसजद क नच दब परचन मदर मल थ न जन कतन मदर दब दए गए थ मसलमन आकरमणकरय क दवर लकन हमर दश क कछ लबरल हद भ बबर औरगजब क अपन बप मनत ह हरमजद
1585,मर पत क कस चडगढ हईकरट म फइल क 6 महन स ऊपर आरटआई क जरए सवल  पछन म बत दय अब म जह रहत ह वह क एडरस परफ मग म करए क मकन म रहत ह मकन मलक स सइन कर कर द द अब फर सलजर बरड क जरए मग रह ह कह सघ शख वल त नह,hate,मर पत क कस चडगढ हईकरट म फइल क महन स ऊपर आरटआई क जरए सवल पछन म बत दय अब म जह रहत ह वह क एडरस परफ मग म करए क मकन म रहत ह मकन मलक स सइन द द अब फर सलजर बरड क जरए मग रह ह कह सघ शख वल त नह
1586,"आपक लए अचछ खबर ह कन बनग करडपत क जवब स आपक इस नबर पर 25 लख क लटर लग ह लटर हसल करन क लए इस नबर पर सपरक कर रण परतप सह 0017726175812 एक टवटर उपयगकरत आकश शह न मबई पलस क टवटर क जरए जनकर द क उनक पस इस तरह क फन आय ह जसम 25 लख रपए क पशकश क गई ह

",fake,आपक लए अचछ खबर ह कन बनग करडपत क जवब स आपक नबर लख क लटर लग ह लटर हसल करन क लए नबर सपरक रण परतप सह टवटर उपयगकरत आकश शह न मबई पलस क टवटर क जरए जनकर द क उनक पस तरह क फन आय ह जसम लख रपए क पशकश क गई ह
1587,मद ज लल कल स अगर आज घषण करत क समवर स करन क इजकशन उपलबध ह जएग मगलवर क रहल गध ज पछत क मद ज  इजकशन नह मल  गद मडय amp भकत रहल ज स उलट ह  सवल करत क दश दरह हनहर ज करण हइसक फयद पक क पहचग असतयमव जयत ,non-hostile,मद ज लल कल स अगर आज घषण करत क समवर स करन क इजकशन उपलबध ह जएग मगलवर क रहल गध ज पछत क मद ज इजकशन नह मल गद मडय भकत रहल ज स उलट ह सवल करत क दश दरह हनहर ज करण हइसक फयद पक क पहचग असतयमव जयत
1588,"सशत ममल म डरग एगल क जच म जट एनसब क पछतछ म रय चकरवरत टटन लग ह
SSRiansVsDrugsMafia 
",non-hostile,सशत ममल म डरग एगल क जच म जट एनसब क पछतछ म रय चकरवरत टटन लग ह
1589,"समवर क रय स फर हग पछतछ NCB क छपमर म डरगस और वदश करस बरमद

",non-hostile,समवर क रय स फर हग पछतछ क छपमर म डरगस वदश करस बरमद
1590,मद ज छ  सल म भरत क त आपन बरजगर क गढ बन ह दय ह अब गजरत model  लकर चन नकल लसन ह वह बरजगर बहत कम ह,defamation,मद ज छ सल म भरत क त आपन बरजगर क गढ बन ह दय ह अब गजरत लकर चन नकल लसन ह वह बरजगर बहत कम ह
1591,य सल सजयसह क Police पकड क इसक गड लल कर दन चहय सल गणड कहक हरम क पलल,hate,य सल सजयसह क पकड क इसक गड लल दन चहय सल गणड कहक हरम क पलल
1592,हफत वसल करन वल गड क तरह बरतव कर रह ह उततरपरदश पलस घस न दन पर जनपर म यप पलस न महलओ तक क नह छड और बरबरत स पट कय य ह रमरजय,"defamation,fake",हफत वसल करन वल गड क तरह बरतव रह ह उततरपरदश पलस घस न दन जनपर म यप पलस न महलओ क नह छड बरबरत स पट कय य ह रमरजय
1593,"WHO और US न रस क जस वकसन पर उठए थ सवल उसन दनयभर क एकसपरट क चकय CovidVaccine 

",non-hostile,न रस क जस वकसन उठए थ सवल उसन दनयभर क एकसपरट क चकय
